competition_edition,league,player_name,player_short_name,player_id,player_birthdate,minutes_full_all,count_match,count_match_failed,total_distance_full_all,total_metersperminute_full_all,running_distance_full_all,hsr_distance_full_all,hsr_count_full_all,sprint_distance_full_all,sprint_count_full_all,hi_distance_full_all,hi_count_full_all,psv99,psv99_top5,peak_velocity,peak_velocity_top3,medaccel_count_full_all,highaccel_count_full_all,meddecel_count_full_all,highdecel_count_full_all,explacceltohsr_count_full_all,timetohsr_top3,timetohsrpostcod_top3,explacceltosprint_count_full_all,timetosprint_top3,timetosprintpostcod_top3,cod_count_full_all,timeto505around90_top3,timeto505around180_top3
1173,Super Liga (RS),Adem Ljajić,A. Ljajić,222,1991-09-29,75.62,2,0,8057.5,106.55,1152.5,436.0,35.0,109.0,4.0,545.0,39.0,26.55,26.55,28.35,,83.5,3.5,74.0,8.5,3.0,,,0.0,,,23.5,,
1173,Super Liga (RS),Aldo Kalulu Kyatengwa,A. Kalulu,397,1996-01-21,44.79,2,0,4446.5,99.27,611.5,291.0,30.0,139.0,6.0,430.0,36.0,32.7,32.7,33.4,,52.0,5.5,39.5,12.0,5.0,,,1.0,,,24.0,,
1173,Super Liga (RS),Marko Arnautović,M. Arnautović,6969,1989-04-19,64.74,15,0,6583.73,101.69,816.8,340.47,37.73,141.33,7.8,481.8,45.53,29.05,30.3,30.35,31.97,67.0,5.27,53.13,12.67,4.07,0.7,0.79,1.67,1.3,1.51,24.07,2.03,2.74
1173,Super Liga (RS),Marko Poletanović,M. Poletanović,6984,1993-07-20,40.75,18,1,4742.44,116.37,809.17,228.39,20.94,34.11,2.28,262.5,23.22,25.33,27.12,26.68,28.97,54.44,2.28,46.72,6.72,1.0,0.78,0.79,0.17,1.74,,15.67,1.95,2.78
1173,Super Liga (RS),Miloš Kosanović,M. Kosanović,7652,1990-05-28,86.2,10,0,8575.2,99.48,842.9,213.0,19.5,43.5,2.5,256.5,22.0,26.9,28.12,28.21,30.17,81.9,2.5,64.3,4.8,1.2,0.97,,0.0,,,12.8,2.77,3.29
1173,Super Liga (RS),Miloš Veljković,M. Veljković,7659,1995-09-26,93.91,14,0,9703.36,103.33,1152.36,301.86,27.21,57.0,3.36,358.86,30.57,26.26,27.76,27.84,29.47,101.79,3.86,78.64,8.14,1.86,0.79,0.93,0.36,,,19.0,2.2,2.81
1173,Super Liga (RS),Muhamed Bešić,M. Bešić,7809,1992-09-10,85.26,13,1,9287.46,108.93,1208.0,384.92,37.85,118.62,5.92,503.54,43.77,28.2,29.12,29.89,31.0,98.69,4.77,84.62,11.62,3.31,0.77,0.88,0.85,1.5,1.88,23.85,2.07,2.92
1173,Super Liga (RS),Nenad Tomović,N. Tomović,7922,1987-08-30,93.39,26,2,9441.58,101.1,1019.23,363.23,35.65,130.31,7.35,493.54,43.0,29.31,31.18,30.81,32.77,95.46,3.73,75.81,9.31,2.54,0.69,0.72,0.88,1.34,1.69,17.31,2.04,2.88
1173,Super Liga (RS),Rade Krunić,R. Krunić,8772,1993-10-07,77.46,24,0,8756.62,113.04,1331.33,477.58,45.79,145.92,8.04,623.5,53.83,28.43,30.46,30.02,32.2,96.71,4.38,80.21,14.04,3.17,0.61,0.71,1.12,1.31,1.5,30.17,1.97,2.59
1173,Super Liga (RS),Sebastian Polter,S. Polter,9664,1991-04-01,53.5,17,0,5469.29,102.24,646.71,296.59,31.71,131.41,6.65,428.0,38.35,29.68,31.54,30.62,32.67,59.53,5.18,47.88,10.41,3.71,0.65,0.73,0.88,1.36,1.6,19.53,2.1,2.91
